,slctn_nmbr,clnt_id,accnt_id,gndr,brth_yr,prsnt_age,accnt_bgn_date,cprtn_prd_d,erly_pnsn_flg,accnt_status,pnsn_age,prvs_npf,brth_plc,addrss_type,rgn,dstrct,city,sttlmnt,pstl_code,okato,phn,email,lk,assgn_npo,assgn_ops
128779,0,0x98962E57C020CF4B85FC76CCEDF8BA60,0x6FF68F3B17436E4887089E66BD80BB0A,ж,1964,60,2009-08-19,232,0,Накопительный период,55,СФР,"1,ГОР. САРАТОВ",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,САРАТОВ Г,,410035,63000000000.0,нет,нет,да,нет,нет
271300,2,0xC6723347E519BA4D98B2A3B7D0AACB14,0xB3CBFF5A0929DA4E85607CC564C61436,ж,1957,67,2007-08-24,217,0,Накопительный период,55,,"1,ЛИПЕЦК",Адрес места жительства,ЛИПЕЦКАЯ ОБЛ,,ЛИПЕЦК Г,,398005,42000000000.0,нет,нет,нет,нет,нет
227768,0,0x4E345F83DC7D2F4597D4BB4EB98A7613,0xA7606476384D3E429D384B5D8FCEA706,ж,1965,59,2009-12-24,105,0,Накопительный период,56,СФР,"1,Д. В .ЖУРАВЛИ ОРЛОВСКОГО РАЙОНА КИРОВСКОЙ ОБЛАСТИ",Адрес места жительства,КИРОВСКАЯ ОБЛ,ОРЛОВСКИЙ Р-Н,ОРЛОВ Г,,612270,33000000000.0,нет,нет,нет,нет,нет
81442,0,0x963BFC7A0088D741887E27635AF82E8C,0x327F957FC9D64C46AF0D7FEE3A0329AF,м,1959,65,2010-06-30,265,0,Накопительный период,60,СФР,"1,НАБОРНЫЕ СЫРЕСИ, АТЯШЕВСКИЙ, МОРДОВСКАЯ АССР",Адрес места жительства,МОРДОВИЯ РЕСП,,САРАНСК Г,,430006,89000000000.0,нет,нет,нет,нет,нет
369643,2,0x64696C2E45E7DC42AABE95EE0C4F0F78,0xF264E88B39B1C840AE781A69F29D83FA,ж,1960,64,2007-07-27,245,0,Накопительный период,55,,"1,КУРИЛОВКА УСМАНСКИЙ ЛИПЕЦКАЯ ОБЛАСТЬ",Адрес места жительства,ЛИПЕЦКАЯ ОБЛ,,ЛИПЕЦК Г,,398001,42000000000.0,нет,нет,нет,нет,нет
80534,0,0xCC8E7354CF1D9B4FAE8CD9F8CF951618,0xF42B71FCD6209945BDCE19A086D03BCD,м,1960,64,2008-06-30,275,0,Накопительный период,61,,"0,П.ШАХТА №10,ВОРОШИЛОВСКИЙ РАЙОН,ЛУРГАНСКАЯ ОБЛАСТЬ,",Адрес места жительства,КОМИ РЕСП,,ВОРКУТА Г,ВОРГАШОР ПГТ,169934,87000000000.0,нет,нет,нет,нет,нет
70161,2,0xBAB2B5E54F59FB4AB0BA7CA01182D903,0x3E642F8ACF37F5459149E0C80DA5B4B8,м,1957,67,2011-03-22,373,0,Накопительный период,60,"ЗАО ""НПФ ""ПРОМАГРОФОНД""",УДМУРТСКАЯ АССР ВАВОЖСКИЙ ЗЯМБАЙ,Адрес по прописке,УДМУРТСКАЯ РЕСП,ВАВОЖСКИЙ Р-Н,,ЗЯМБАЙГУРТ Д,427328,94000000000.0,нет,нет,нет,нет,нет
288422,0,0x5E5ECF9DA608BE4280866342DFD1B2DF,0x191AF145FF5265498BBF910F6D410CBF,ж,1963,61,2006-11-15,128,0,Накопительный период,55,СФР,"1,Г. ГЕОРГТУ-ДЕЖ ВОРОНЕЖСКОЙ ОБЛАСТИ",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,ЛИСКИНСКИЙ Р-Н,ЛИСКИ Г,,397908,20000000000.0,нет,нет,нет,нет,нет
121864,0,0x1E804D45F710AD44A76BD73CF188A695,0xF16631DCFC828945AEE801C56A286446,ж,1960,64,2010-08-28,206,0,Накопительный период,55,СФР,"1,С. ХАПЧЕРАНГА КЫРИНСКОГО Р-НА ЧИТИНСКОЙ ОБЛ",Адрес места жительства,ЗАБАЙКАЛЬСКИЙ КРАЙ,АКШИНСКИЙ Р-Н,,УЛАЧА С,674232,76000000000.0,нет,нет,нет,нет,нет
274391,3,0x943D2C768A4FB38311E65983C980D024,0x943D2C768A4FB38311E65983C980D026,м,1953,71,2005-12-20,97,0,Накопительный период,60,СФР,"1,САЛЬЯНЫ,,АЗЕРБАЙДЖАНСКАЯ ССР,",Адрес места жительства,РОСТОВСКАЯ ОБЛ,,ТАГАНРОГ Г,,347942,60000000000.0,нет,нет,нет,нет,нет
393728,3,0x943D2C768A4FB38311E659F095CBD1C6,0x943D2C768A4FB38311E659F095CBD1C8,ж,1957,67,2006-03-30,358,0,Накопительный период,55,СФР,"1,ЧИЛАНЫ,ТАШТЫПСКИЙ,КРАСНОЯРСКИЙ КРАЙ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,СЕВЕРОУРАЛЬСК Г,,624480,65000000000.0,нет,нет,нет,нет,нет
177163,2,0xC8B74C5DE6B93C4EAB21CBE32C6390AC,0x0734F4D2CF956C419D5354818D7B209D,м,1955,69,2011-09-30,180,0,Накопительный период,60,СФР,КЕМЕРОВСКАЯ ОБЛАСТЬ КИСЕЛЕВСКИЙ УГОЛЬЩИК,Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,,АБИНСК,,353301,3000000000.0,нет,нет,нет,нет,нет
182241,1,0xF5A65EB574403D4BB7BF4F1AE3EFFFEE,0x52AF176BC23115418DB747AC259A8F4C,ж,1962,62,2012-11-30,116,0,Накопительный период,55,СФР,"0,БЕДРЯЕВО ИВАНОВСКИЙ ИВАНОВСКАЯ ОБЛ",Адрес по прописке,КАЛУЖСКАЯ ОБЛ,МАЛОЯРОСЛАВЕЦКИЙ Р-Н,МАЛОЯРОСЛАВЕЦ Г,,249091,29000000000.0,нет,нет,да,нет,нет
13719,3,0x943D2C768A4FB38311E658AAA8B34FCD,0x943D2C768A4FB38311E658AAA8B34FCF,ж,1959,65,2004-09-27,94,0,Накопительный период,55,СФР,"1,КАЧКАНАР,,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КАЧКАНАР Г,,624351,65000000000.0,нет,нет,да,нет,нет
436480,0,0x4D9F2FCF321B334FB37278E2A6BE3D45,0xC8900219F985144A9A0EB698BF76979C,ж,1965,59,2006-12-18,95,0,Накопительный период,56,СФР,"1,Г.ВЛАДИВОСТОК",Адрес места жительства,ПРИМОРСКИЙ КРАЙ,,ВЛАДИВОСТОК Г,,690089,5000000000.0,нет,нет,да,нет,нет
516697,0,0x7BF75CB4CBBB484E84A08F7442097D57,0x2E6466FE2C815D418C9AAE4523044B5C,ж,1960,64,2008-06-19,285,0,Накопительный период,55,СФР,"1,С. ПИКСЯСИ АРДАТОВСКИЙ Р-Н РЕСПУБЛИКА МОРДОВИЯ",Адрес места жительства,САРАТОВСКАЯ ОБЛ,ЭНГЕЛЬССКИЙ Р-Н,,НОВОПУШКИНСКОЕ П,413141,63000000000.0,нет,нет,нет,нет,нет
199244,0,0x415CF198EBDB0749886286DC26F1EFBD,0x604D4BBFCC827140A8FBC8D88AB4B155,м,1957,67,2005-12-20,97,0,Накопительный период,60,СФР,"1,ГОР. МУРОМ ВЛАДИМИРСКОЙ ОБЛ.",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,,НИЖНИЙ НОВГОРОД Г,,603116,22000000000.0,нет,нет,нет,нет,нет
399132,0,0x1993BD3DDB87FC44A3C2F01B06BE2A08,0x991411446FB7054E879440FABFCDE9CD,м,1953,71,2005-12-12,105,0,Накопительный период,60,СФР,"1,Г.СЕРОВ СВЕРДЛОВСКОЙ ОБЛАСТИ",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,СЕРОВ Г,,624981,65000000000.0,нет,нет,нет,нет,нет
416344,3,0x943D2C768A4FB38311E65971939BDD6C,0x943D2C768A4FB38311E65971939BDD6E,ж,1961,63,2005-09-22,186,0,Накопительный период,55,СФР,"1,ЧЕКУРОВО,КУНАШАКСКИЙ,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КАМЕНСК-УРАЛЬСКИЙ Г,,623415,65000000000.0,нет,нет,нет,нет,нет
268420,3,0x9ECAFE4A5322AE74427B6B279E777E42,0x9E1354CA26ADF6404924F44293EDE19A,м,1959,65,2008-12-31,91,0,Накопительный период,60,СФР,"1,ОРЕХОВО-ЗУЕВО,,МОСКОВСКАЯ ОБЛАСТЬ",Адрес места жительства,МОСКОВСКАЯ ОБЛ,ОРЕХОВО-ЗУЕВО Г,,,142613,46000000000.0,нет,нет,нет,нет,нет
263274,0,0x2B63BF969BA90D41850DA720E90C5809,0x7D2A44752B2E144EBF1DCEF667BCCE48,ж,1965,59,2005-08-16,223,0,Накопительный период,56,СФР,"1,РЕСП.ТАТАРСТАН КАЗАНЬ Г.",Адрес места жительства,ТАТАРСТАН РЕСП,,КАЗАНЬ Г,,420140,92000000000.0,нет,нет,нет,нет,нет
251555,0,0x8DCAF2F5CC9E794B8F736F5D8CFAA401,0x47EE1B41D76DE449A76F0C132B0D0C87,ж,1963,61,2005-12-17,100,0,Накопительный период,55,СФР,"1,ГОР. УФА РЕСП. БАШКОРТОСТАН",Адрес места жительства,БАШКОРТОСТАН РЕСП,,УФА Г,,450065,80000000000.0,нет,нет,да,нет,нет
140337,0,0x2ABA1D4453E9234D96637C1F5DAA7ABC,0xA3F977DA1E4B1F459DCB0849E3418A95,ж,1960,64,2007-02-26,396,0,Накопительный период,55,СФР,"1,Г. УЯР КРАСНОЯРСКИЙ КРАЙ",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,УЯРСКИЙ Р-Н,УЯР Г,,663920,4000000000.0,нет,нет,нет,нет,нет
514694,3,0x9ACE55DCDCE7DC2A4793872D20E0BFEA,0xAD05F36B7C0F4C50400379818C764B2B,ж,1962,62,2011-10-10,170,0,Накопительный период,55,СФР,"1,САРАТОВ",Адрес места жительства,САРАТОВСКАЯ ОБЛ,,САРАТОВ Г,,410035,63000000000.0,нет,нет,нет,нет,нет
291370,2,0x5DAD62046D044C45B9DF258677E5D371,0xF0690280692A854DBB61D5768681DF3F,м,1959,65,2004-09-30,92,0,Накопительный период,60,,"0,ЛЕНИНГРАД,,,,",Адрес по прописке,ЛЕНИНГРАДСКАЯ ОБЛ,,СОСНОВЫЙ БОР Г,,188541,41000000000.0,нет,нет,нет,нет,нет
171775,0,0x23C61555B9BCA7438291CB451F3C3522,0x417D81E22638674089B2C115FEEA0BB0,ж,1962,62,2013-11-05,538,0,Накопительный период,55,СФР,"1,ПОС. РУДНИЧНЫЙ БОКОВО-АНТРАЦИТОВСКОГО Р-НА ВОРОШИЛОВГРАДСКОЙ ОБЛ.",Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,,КРАСНОДАР Г,,350010,3000000000.0,нет,нет,нет,нет,нет
157745,1,0x1E081C2315253943BA4A7339581B4ED6,0x404A154A8059C64591BFFA8718A5CC07,ж,1936,88,2015-12-31,146,0,Накопительный период,55,СФР,"0,ПОЙКИНО, ПЫЧАССКИЙ, УДМУРДСКАЯ АССР",Адрес по прописке,КАРЕЛИЯ РЕСП,,СОРТАВАЛА Г,РУСКЕАЛА П,186759,86000000000.0,нет,нет,нет,нет,нет
392459,0,0x93B51D50E0255746B24FD58F8D096C51,0x6D81F99A20086E4A941AAE7E944E36AE,м,1959,65,2010-06-30,274,0,Накопительный период,60,СФР,"0,Х. АЛЕКСЕЕВ,МОРОЗОВСКИЙ,РОСТОВСКАЯ,",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,,ВОЛГОГРАД Г,,400081,18000000000.0,нет,нет,нет,нет,нет
246462,3,0x943D2C768A4FB38311E6595FE27D8B13,0x943D2C768A4FB38311E6595FE27D8B15,ж,1961,63,2005-09-30,178,0,Накопительный период,55,СФР,"1,СЕВЕРОУРАЛЬСК,,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,СЕВЕРОУРАЛЬСК Г,,624480,65000000000.0,нет,нет,нет,нет,нет
395968,0,0x8C8F29E7023F2843B117EC15B5B228EE,0x78902D868751AA4A9AB401329681880D,ж,1963,61,2005-12-13,104,0,Накопительный период,55,,"0,МУРМАНСКАЯ ОБЛ. КИРОВСКИЙ Р-Н ПОС. КОВДОР,,,",Адрес места жительства,ВОЛОГОДСКАЯ ОБЛ,,ЧЕРЕПОВЕЦ Г,,162600,19000000000.0,нет,нет,нет,нет,нет
246763,0,0xB26458702732504E821C1E49FFB6C3C9,0xCEC09C094CC801449167E30EF043BAD6,ж,1959,65,2010-07-30,235,0,Накопительный период,55,СФР,"1,С.БЕЛОКАМЕННОЕ ДАЛЬНЕРЕЧЕНСКОГО РАЙОНА ПРИМОРСКОГО КРАЯ",Адрес места жительства,ПРИМОРСКИЙ КРАЙ,ПОЖАРСКИЙ Р-Н,,ЛУЧЕГОРСК ПГТ,692001,5000000000.0,нет,нет,нет,нет,нет
342485,3,0x943D2C768A4FB38311E6604170EC0D5D,0x943D2C768A4FB38311E6604170EC0D5F,ж,1964,60,2011-12-08,111,0,Накопительный период,55,СФР,"1,КОНДОПОГА,,КАРЕЛЬСКАЯ АССР,",Адрес места жительства,КАРЕЛИЯ РЕСП,КОНДОПОЖСКИЙ Р-Н,КОНДОПОГА Г,,186220,86000000000.0,нет,нет,да,нет,нет
194365,0,0x92705767DF4FD34D815FA175956E04A7,0xE92604F9863E8748946DDBC1B9EEBC7F,ж,1959,65,2005-12-15,102,0,Накопительный период,55,СФР,"1,МОСКОВСКАЯ ОБЛ.Г.ПУШКИНО",Адрес места жительства,МОСКОВСКАЯ ОБЛ,ПУШКИНО Г,,,141205,46000000000.0,нет,нет,нет,нет,нет
21679,0,0xC2EB62CA0891504BB50741FC73B64C93,0xB35039EAF1EC824EAAC3F69B15DD948F,м,1958,66,2006-06-09,287,0,Накопительный период,60,СФР,"1,СТ. МАТАЙ, БУРЛЮ-ТОБИНСКОГО РАЙОНА, ТАЛДЫ-КУРГАНСКОЙ ОБЛАСТИ",Адрес места жительства,БУРЯТИЯ РЕСП,,СЕВЕРОБАЙКАЛЬСК Г,,671701,81000000000.0,нет,нет,да,нет,нет
224240,3,0x943D2C768A4FB38311E65B59CC1C3551,0x943D2C768A4FB38311E65B59CC1C3553,ж,1957,67,2008-12-30,91,0,Накопительный период,55,СФР,"1,ПЕРВОМАЙСК,САРАПУЛЬСКИЙ,УДМУРТСКАЯ РЕСПУБЛИКА,",Адрес места жительства,УДМУРТСКАЯ РЕСП,УВИНСКИЙ Р-Н,,УВА П,427264,94000000000.0,нет,нет,нет,нет,нет
406860,3,0x943D2C768A4FB38311E659115566B498,0x943D2C768A4FB38311E659115566B49A,ж,1959,65,2004-09-30,91,0,Накопительный период,55,СФР,"1,КАМЕНСК-УРАЛЬСКИЙ,,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,КАМЕНСК-УРАЛЬСКИЙ Г,,623405,65000000000.0,нет,нет,нет,нет,нет
300304,1,0xB4E968E00DDBF147B86584D1C1A12CFA,0x9E49F8D62A06D34B8FA7E4EBCB6F6F33,м,1958,66,2012-11-30,119,0,Накопительный период,60,БУДУЩЕЕ НПФ,"0,Рубцовск Алтайский край",Адрес по прописке,ИРКУТСКАЯ ОБЛ,,АНГАРСК Г,КИТОЙ МКР,665852,25000000000.0,нет,нет,да,нет,нет
321517,0,0x63044B035AA3104AB7D964DA14BD007B,0x3D08141B1C6E29438BBCD53755A1F711,ж,1957,67,2010-10-20,153,0,Накопительный период,55,"НПФ ""УРАЛОБОРОНЗАВОДСКИЙ""","1,ГОР. НИЖНИЙ ТАГИЛ СВЕРДЛОВСКОЙ ОБЛ.",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,НИЖНИЙ ТАГИЛ Г,,622051,65000000000.0,нет,нет,нет,нет,нет
126818,3,0x943D2C768A4FB38311E659ED42344A0B,0x943D2C768A4FB38311E659ED42344A0D,ж,1965,59,2006-05-24,303,0,Накопительный период,56,СФР,"1,НИЖНИЙ ТАГИЛ,,СВЕРДЛОВСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,ЕКАТЕРИНБУРГ Г,,620144,65000000000.0,нет,нет,нет,нет,нет
399278,1,0x968E94BB4EAEA34F8E5F171CB92925C9,0x181067FA3BAF4F449EAB2D80BD090A4F,ж,1959,65,2010-04-27,329,0,Накопительный период,55,СФР,"0,с.Ястребинка Пресновский район Северо-Казахстанская область",Адрес по прописке,КУРГАНСКАЯ ОБЛ,ПРИТОБОЛЬНЫЙ Р-Н,,ТУМАНОВА Д,641406,37000000000.0,нет,нет,нет,нет,нет
62266,3,0x943D2C768A4FB38311E65D849452B5FF,0x943D2C768A4FB38311E65D849452B601,м,1960,64,2009-04-15,358,0,Накопительный период,61,СФР,"1,УСОЛЬЕ-СИБИРСКОЕ,,ИРКУТСКАЯ ОБЛАСТЬ,РОССИЯ",Адрес места жительства,ИРКУТСКАЯ ОБЛ,,УСОЛЬЕ-СИБИРСКОЕ Г,,665466,25000000000.0,нет,нет,нет,нет,нет
66923,0,0xBB9868FD7750674CA155C860C19B9747,0xC69D2843D6AC8D41824F2521BDC96F22,м,1958,66,2010-04-30,335,0,Накопительный период,60,СФР,"0,С.НАЛОБИХА,КОСИХИНСКИЙ,АЛТАЙСКИЙ КРАЙ,",Адрес места жительства,АЛТАЙСКИЙ КРАЙ,КОСИХИНСКИЙ Р-Н,,НАЛОБИХА С,659810,1000000000.0,нет,нет,нет,нет,нет
228356,0,0x60097F246547E54BB6FF1176A3B91EDA,0x47CBA9A90F91F044AD09AA1965D70725,ж,1957,67,2006-07-19,247,0,Накопительный период,55,СФР,"1,П.КАДРАКУЛЬ БИЖБУЛЯКСКОГО Р-НА БАШКИРСКОЙ АССР",Адрес места жительства,ВЛАДИМИРСКАЯ ОБЛ,,МУРОМ Г,,602256,17000000000.0,нет,нет,нет,нет,нет
51736,3,0x862F2C768A4FB38311E70760A46DFD41,0xA9092C768A4FB38311E66855D44FF352,ж,1963,61,2013-02-25,793,0,Накопительный период,55,"АО ""НПФ СБЕРБАНКА""","1,C. СТАРО-БАДИКОВО ТОРБЕЕВСКОГО Р-НА МОРДОВСКОЙ АССР",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,ЕКАТЕРИНБУРГ Г,,620017,65000000000.0,нет,нет,да,нет,нет
235091,1,0xB4ED7A4E9577664EA8A6C9729EC221DD,0xFBD022BE829CD34A8C0ECAE5D36F7095,м,1957,67,2013-04-26,760,0,Накопительный период,60,"АО ""НПФ ЭЛЕКТРОЭНЕРГЕТИКИ""","0,Кемеровская область г. Белово",Адрес по прописке,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,,БЕЛОВО Г,ИНСКОЙ ПГТ,652644,32000000000.0,нет,нет,нет,нет,нет
340970,0,0xC0546DCE6913514FB846657149C687D0,0x7939891AA327804781B5B058E23F5FCE,ж,1960,64,2008-12-30,91,0,Накопительный период,55,СФР,"1,Г. КРАСНОЯРСК",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,,КРАСНОЯРСК Г,,660018,4000000000.0,нет,нет,нет,нет,нет
15538,3,0x943D2C768A4FB38311E6594A4C584A42,0x943D2C768A4FB38311E6594A4C584A44,ж,1958,66,2005-12-23,94,0,Накопительный период,55,СФР,"1,ТЕКЕЛИ,,ТАЛДЫ-КУРГАНСКАЯ ОБЛАСТЬ,",Адрес места жительства,СВЕРДЛОВСКАЯ ОБЛ,,НИЖНЯЯ ТУРА Г,,624223,65000000000.0,нет,нет,нет,нет,нет
475162,0,0x305FB275E01C3D42925329D2DD249CF0,0xCC22590205D6C0458774B50723BB7546,м,1955,69,2006-10-03,171,0,Накопительный период,60,СФР,"1,ГОР. ГОРЬКИЙ",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,,НИЖНИЙ НОВГОРОД Г,,603003,22000000000.0,нет,нет,нет,нет,нет
186162,0,0xEDBD141427A9464FBDC31738B399C5D9,0xBE7DFEEEC10DD548A6973102022C901E,ж,1963,61,2005-12-09,108,0,Накопительный период,55,СФР,"1,ДЕР. КОНДРАТЬЕВО СЕМЕНОВСКОГО Р-НА ГОРЬКОВСКОЙ ОБЛ. РСФСР",Адрес места жительства,НИЖЕГОРОДСКАЯ ОБЛ,ВОЛОДАРСКИЙ Р-Н,,РЕШЕТИХА РП,606093,22000000000.0,нет,нет,нет,нет,нет
408729,0,0x66FF6C3708651E429753633FD2319CF9,0xE1F17C7D1766DF4A8BA49421E4CF1A1C,ж,1958,66,2008-12-05,116,0,Накопительный период,55,СФР,"0,БАРНАУЛ",Адрес места жительства,АЛТАЙСКИЙ КРАЙ,,БАРНАУЛ Г,БЕЛЬМЕСЕВО П,656901,1000000000.0,нет,нет,нет,нет,нет
499326,3,0x943D2C768A4FB38311E65F0335571975,0x943D2C768A4FB38311E65F0335571977,м,1960,64,2010-12-30,82,0,Накопительный период,61,СФР,"1,МУРМАНСК,,,",Адрес места жительства,ВОРОНЕЖСКАЯ ОБЛ,ПОВОРИНСКИЙ Р-Н,ПОВОРИНО Г,,397350,20000000000.0,нет,нет,нет,нет,нет
392421,0,0xA6E8D05DB6ADCB4F96F7B9ED6A0CD88A,0xB1B5A7CC6D378A4DBFCCF8779AFB53C4,м,1960,64,2008-07-11,263,0,Накопительный период,61,СФР,"1,С.КАМЕНКА УЗЛОВСКОГО РАЙОНА ТУЛЬСКОЙ ОБЛАСТИ",Адрес места жительства,ТУЛЬСКАЯ ОБЛ,УЗЛОВСКИЙ Р-Н,УЗЛОВАЯ Г,,301600,70000000000.0,нет,нет,да,нет,нет
70814,0,0x76F0742745166540BF2A769DFBAE7057,0xAF7668D321922A41A5B931D0D5C990AD,ж,1965,59,2007-11-28,121,0,Накопительный период,56,,"1,С. БОЛЬШОЕ НАГАТКИНО ЦИЛЬНИНСКОГО Р-НА УЛЬЯНОВСКОЙ ОБЛ.",Адрес места жительства,УЛЬЯНОВСКАЯ ОБЛ,,УЛЬЯНОВСК Г,,432030,73000000000.0,нет,нет,нет,нет,нет
521260,1,0x10E130480BC5484CAA1F7DFC0A4BE5D2,0xD2E2CFE3819E264C832BEAE941E33828,ж,1963,61,2008-08-31,212,0,Накопительный период,55,СФР,"0,п.Пинчуга, Богучанский р-н, Красноярский кр.",Адрес по прописке,КРАСНОЯРСКИЙ КРАЙ,МАНСКИЙ Р-Н,,ВЕТВИСТЫЙ П,663502,4000000000.0,нет,нет,нет,нет,нет
453315,0,0xEE790FAA9ED51740B82039F0EEB7177F,0x39C58B7332FED9408B5EDB0CFAA23C85,ж,1957,67,2005-11-18,129,0,Накопительный период,55,,"1,Д. МЕНЬКОВО ВЛАДЫЧЕНСКОГО Р-НА ЯРОСЛАВСКОЙ ОБЛ.",Адрес места жительства,ВОЛОГОДСКАЯ ОБЛ,,ВОЛОГДА Г,,160028,19000000000.0,нет,нет,нет,нет,нет
412157,0,0xBEE54636AD3EB9478639F5CCC76A2D53,0xE4A1C1472002A245B602A36D7414E00F,ж,1965,59,2007-12-12,107,0,Накопительный период,56,СФР,"1,Г. ПРОКОПЬЕВСК",Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,КРЫМСКИЙ Р-Н,,НИЖНЕБАКАНСКИЙ П,353366,3000000000.0,нет,нет,нет,нет,нет
45311,2,0x4ADBD665A6B76744BF5CA5CFE8A410DB,0xCB85AFAA40A9D548BA2ACA3D53E10BCD,ж,1964,60,2011-09-12,198,0,Накопительный период,55,СФР,ТЮМЕНСКАЯ ОБЛАСТЬ ЗАВОДОУКОВСК,Адрес места жительства,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,,НЕФТЕЮГАНСК,,628303,71100000000.0,нет,нет,нет,нет,нет
346818,3,0x943D2C768A4FB38311E658C1F01D1F17,0x943D2C768A4FB38311E658C1F01D1F19,м,1957,67,2004-09-24,97,0,Накопительный период,60,СФР,"1,ВОЛГОГРАД,,,",Адрес места жительства,ВОЛГОГРАДСКАЯ ОБЛ,,ВОЛГОГРАД Г,,400033,18000000000.0,нет,нет,нет,нет,нет
441556,0,0x77EFC00EF1400E40BD3354D273661F73,0xF007A7D1C8609B40AC99C2147B0F74B6,ж,1963,61,2011-02-28,394,0,Накопительный период,55,СФР,"1,Г КУВАНДЫК ОРЕНБУРГСКАЯ",Адрес места жительства,КАЛУЖСКАЯ ОБЛ,ПЕРЕМЫШЛЬСКИЙ Р-Н,,ГОРКИ Д,249137,29000000000.0,нет,нет,да,нет,нет
191642,0,0x0CB207856A084B4C88AD692A0A235610,0x99BFDB76B0450544A54262020C82C49B,м,1960,64,2007-10-29,151,0,Накопительный период,61,СФР,"1,Г.ЛУГА",Адрес места жительства,ЛЕНИНГРАДСКАЯ ОБЛ,ЛУЖСКИЙ Р-Н,ЛУГА Г,,188230,41000000000.0,нет,нет,нет,нет,нет
409066,0,0x7D7B72D95ED1704F9D010F50652BF0C6,0x261FFCE0C15568478FFBA1BA539BA62D,ж,1964,60,2011-09-30,180,0,Накопительный период,55,СФР,"0,Д.ТАТЛЫ,БЕЛОРЕЦКИЙ,БАССР,",Адрес места жительства,БАШКОРТОСТАН РЕСП,,МЕЖГОРЬЕ Г,,453570,80000000000.0,нет,нет,да,нет,нет
470312,0,0x9ADF5F2988C1E848A142B3F1F1CD62FB,0x2A29309A9C070940B2EAA3E2C7A57F0F,ж,1959,65,2006-11-23,120,0,Накопительный период,55,СФР,"1,Г. УСТЬ-КАТАВ ЧЕЛЯБИНСКАЯ ОБЛ.",Адрес места жительства,ЧЕЛЯБИНСКАЯ ОБЛ,,УСТЬ-КАТАВ Г,,456040,75000000000.0,нет,нет,нет,нет,нет
216603,0,0xF2A0C5CB52B0CE47B41DB26CF96F0B4B,0x026146B25D56D84498D12FC025CA3DC5,ж,1961,63,2006-01-30,417,0,Накопительный период,55,СФР,"1,С. ГЛЕБОВ НОВОУШИЦКОГО Р-НА ХМЕЛЬНИЦКОЙ ОБЛ.",Адрес места жительства,КРАСНОЯРСКИЙ КРАЙ,УЯРСКИЙ Р-Н,УЯР Г,,663920,4000000000.0,нет,нет,нет,нет,нет
120921,0,0x640941324E00C9498E0C95EAF29E06FE,0x3404FA37C3377240801E1101B4D264F1,м,1960,64,2011-01-31,428,0,Накопительный период,61,РЕНЕССАНС ЖИЗНЬ И ПЕНСИИ НПФ,"0,ГРАЧЕВКА С.,ПЕТРОВСКИЙ Р-Н,САРАТОВСКАЯ ОБЛ.,",Адрес места жительства,САРАТОВСКАЯ ОБЛ,ПЕТРОВСКИЙ Р-Н,,ПРИГОРОДНЫЙ П,412538,63000000000.0,нет,нет,нет,нет,нет
98990,0,0xE3B5243CEE864C4BB0EC1BB0A064C6ED,0x963DB6AB4569794C9B6F6AD69F046CCD,ж,1963,61,2012-03-01,390,0,Накопительный период,55,СФР,"1,СТ. ДИНСКАЯ КРАСНОДАРСКОГО КРАЯ",Адрес места жительства,КРАСНОДАРСКИЙ КРАЙ,ТИМАШЕВСКИЙ Р-Н,ТИМАШЕВСК Г,,352700,3000000000.0,нет,нет,нет,нет,нет
24761,0,0xE1528463813C694580D97401E4C1A6B2,0x40C70935EC4F0641A67F33F2283188E4,м,1959,65,2007-10-03,177,0,Накопительный период,60,СФР,"1,ГОР. САЛЬСК РОСТОВСКОЙ ОБЛ.",Адрес места жительства,РОСТОВСКАЯ ОБЛ,САЛЬСКИЙ Р-Н,САЛЬСК Г,,347633,60000000000.0,нет,нет,нет,нет,нет
